gene_name	panacota	panaroo	panaroodefault	roarydefault
gene_1279	KLPN_ST25815081	group_2065	group_1938	epmB
gene_1280	KLPN_ST25815084	group_4881	group_4640	group_11733
gene_1281	KLPN_ST25815085	group_6937	group_7362	group_19467
gene_1282	KLPN_ST25815086	group_3220	group_3042	group_19918
gene_1283	KLPN_ST25815087	pepQ_1~~~pepQ_2	pepQ_1~~~pepQ_2	NA
gene_1284	KLPN_ST25815088	group_3164	group_2991	group_20541
gene_1285	KLPN_ST25815089	ilvC_2	ilvC_2	ilvC
gene_1286	KLPN_ST25815090	metL	metL	metL
gene_1287	KLPN_ST25815091	polA_2~~~polA_1	polA_2~~~polA_1	NA
gene_1288	KLPN_ST25815092	glmU_2~~~glmU_1	glmU_3~~~glmU_2~~~glmU_1	glmU
gene_1289	KLPN_ST25815096	group_2912	group_2775	cdh
gene_1290	KLPN_ST25815097	coaD_2~~~coaD_1	coaD_2~~~coaD_1	coaD
gene_1291	KLPN_ST25815098	mtlD_2~~~mtlD_1	mtlD_2~~~mtlD_1	mtlD
gene_1292	KLPN_ST25815099	group_6300	group_6719	kdgK_2
gene_1293	KLPN_ST258150	zntB_2~~~zntB_1	zntB_2~~~zntB_1	zntB_1
gene_1294	KLPN_ST25815100	group_7077	group_7499	allS
gene_1295	KLPN_ST25815101	group_3140	group_2968	livF_6
gene_1296	KLPN_ST25815102	gntT~~~gntT_1~~~gntT_2	gntT_1~~~gntT_2~~~gntT	gntT
gene_1297	KLPN_ST25815103	group_7843	group_8421	nasD
gene_1298	KLPN_ST25815104	group_4057	group_3819	group_20319
gene_1299	KLPN_ST25815105	rsmB_1~~~rsmB_2	rsmB_1~~~rsmB_2	rsmB
gene_1300	KLPN_ST25815106	group_7079	group_7502	group_11945
gene_1301	KLPN_ST25815107	degS	degS	degS
gene_1302	KLPN_ST25815108	group_3508	group_3287	mlaC
gene_1303	KLPN_ST25815109	group_6670	group_7089	group_7418
gene_1304	KLPN_ST25815110	group_2458	group_2336	garR
gene_1305	KLPN_ST25815111	group_2045	group_1919	lsrC
gene_1306	KLPN_ST25815112	dnaG	dnaG	dnaG
gene_1307	KLPN_ST25815113	ygiN	ygiN	ygiN
gene_1308	KLPN_ST25815114	group_1826	group_1701	metC_1
gene_1309	KLPN_ST25815115	group_7243	group_7659	group_8404
gene_1310	KLPN_ST25815116	group_6379	group_6799	gltC_1
gene_1311	KLPN_ST25815117	group_2512	group_2389	lgt
gene_1312	KLPN_ST25815118	pduC	pduC	pduC
gene_1313	KLPN_ST25815119	group_501	group_5310	dapA_3
gene_1314	KLPN_ST25815125	group_7661	group_8166	group_6161
gene_1315	KLPN_ST25815130	ttdT_1~~~ttdT_2~~~ttdT	ttdT_1~~~ttdT_2~~~ttdT	ttdT
gene_1316	KLPN_ST25815142	smvA_2~~~smvA~~~smvA_1	smvA_2~~~smvA~~~smvA_1	smvA
gene_1317	KLPN_ST25815144	group_8066	group_8799	group_3659
gene_1318	KLPN_ST258151	group_1714	group_1595	paaJ
gene_1319	KLPN_ST25815220	oppA_1	oppA_1	oppA_2
gene_1320	KLPN_ST25815223	iolG_2~~~iolG_3	iolG_2~~~iolG_3	group_4532
gene_1321	KLPN_ST25815244	pitA_1~~~pitA	pitA_1~~~pitA	pitA
gene_1322	KLPN_ST25815271	group_7793	group_8309	group_4973
gene_1323	KLPN_ST25815277	pcd~~~pnbA	pcd~~~pnbA	pnbA
gene_1324	KLPN_ST25815291	rsmC	rsmC	rsmC
gene_1325	KLPN_ST258152	group_6424	group_6843	group_9830
gene_1326	KLPN_ST25815326	ansP2_1~~~ansP2~~~ansP2_2	ansP2_1~~~ansP2~~~ansP2_2	ansP2
gene_1327	KLPN_ST25815382	group_6663	group_7082	group_3687
gene_1328	KLPN_ST25815425	ddrA_2~~~ddrA_1	ddrA_2~~~ddrA_1	ddrA_1
gene_1329	KLPN_ST25815481	pdeF_5~~~pdeF_2~~~pdeF_4~~~pdeF_1~~~pdeF_3~~~pdeF	pdeF_5~~~pdeF_2~~~pdeF_4~~~pdeF_1~~~pdeF_3~~~pdeF	pdeF
gene_1330	KLPN_ST25815516	group_1886	group_1758	macA
gene_1331	KLPN_ST25815517	group_5491	group_5373	group_11689
gene_1332	KLPN_ST25815518	gsiB_2~~~gsiB_1~~~gsiB	gsiB_2~~~gsiB_1~~~gsiB	gsiB
gene_1333	KLPN_ST25815519	bhsA_1	bhsA_1	bhsA_1
gene_1334	KLPN_ST25815520	bioC_2~~~bioC~~~bioC_1	bioC_2~~~bioC~~~bioC_1	bioC
gene_1335	KLPN_ST25815521	galK_1~~~galK~~~galK_2	galK_1~~~galK~~~galK_2	galK
gene_1336	KLPN_ST25815522	pxpA	pxpA	pxpA
gene_1337	KLPN_ST25815523	group_4318	group_4086	ybeY
gene_1338	KLPN_ST25815524	group_4660	group_4424	rnk
gene_1339	KLPN_ST25815525	mglA_2	mglA_2	mglA_2
gene_1340	KLPN_ST25815526	group_3656	group_3427	group_11184
gene_1341	KLPN_ST25815527	feaB_2	feaB_2	feaB_1
gene_1342	KLPN_ST25815528	group_2046	group_1920	group_11280
gene_1343	KLPN_ST25815530	group_5086	group_4838	group_19538
gene_1344	KLPN_ST25815531	group_2546	group_2423	tesB
gene_1345	KLPN_ST25815532	group_2699	group_2570	group_19983
gene_1346	KLPN_ST25815533	group_6559	group_6979	ulaA_1
gene_1347	KLPN_ST25815534	group_7820	group_8337	group_5258
gene_1348	KLPN_ST25815535	group_7019	group_7447	NA
gene_1349	KLPN_ST25815536	fabG_1	fabG_1	fabG_1
gene_1350	KLPN_ST25815537	group_2490	group_2369	cmpR_3
gene_1351	KLPN_ST25815538	group_4409	group_4183	fabZ
gene_1352	KLPN_ST25815539	group_2616	group_2489	outC
gene_1353	KLPN_ST25815540	group_983	group_5526	group_21018
gene_1354	KLPN_ST25815541	lpxC	lpxC	lpxC
gene_1355	KLPN_ST25815542	setA_1~~~setA_2	setA_1~~~setA_2	setA
gene_1356	KLPN_ST25815543	citG_2~~~citG_3	citG_2~~~citG_3	citG_1
gene_1357	KLPN_ST25815544	yaaA_2~~~yaaA_1~~~yaaA	yaaA_2~~~yaaA_1~~~yaaA	yaaA
gene_1358	KLPN_ST25815545	yjjG_1~~~yjjG_2	yjjG_1~~~yjjG_2	yjjG
gene_1359	KLPN_ST25815546	group_3973	group_3737	group_11202
gene_1360	KLPN_ST25815547	group_3362	group_3163	rhtC_3
gene_1361	KLPN_ST25815548	group_7870	group_8471	NA
gene_1362	KLPN_ST25815549	argI_2~~~argI	argI_2~~~argI	argI
gene_1363	KLPN_ST25815550	group_4799	group_4561	cybC
gene_1364	KLPN_ST25815551	group_6878	group_7307	rplI
gene_1365	KLPN_ST25815552	group_5441	group_5229	groS
gene_1366	KLPN_ST25815555	group_4237	group_4004	group_20376
gene_1367	KLPN_ST25815556	group_5350	group_5106	celA_3
gene_1368	KLPN_ST25815557	group_2929	group_2791	udp
gene_1369	KLPN_ST25815558	group_1860	group_1732	wecE
gene_1370	KLPN_ST25815559	group_741	group_5534	fabR
gene_1371	KLPN_ST25815560	cpxR	cpxR	cpxR
gene_1372	KLPN_ST25815561	fdoG_2~~~fdoG_3	fdoG_2~~~fdoG_3	fdoG_2
gene_1373	KLPN_ST25815562	rbsD_1~~~rbsD_2	rbsD_1~~~rbsD_2	rbsD
gene_1374	KLPN_ST25815563	group_2245	group_2122	yidZ
gene_1375	KLPN_ST25815568	aglB_1~~~aglB_2~~~aglB	aglB_1~~~aglB_2~~~aglB	aglB
gene_1376	KLPN_ST25815569	iprA_3	iprA_3	iprA_3
gene_1377	KLPN_ST25815570	group_8025	group_8747	group_128
gene_1378	KLPN_ST25815571	group_2814	group_2684	group_11720
gene_1379	KLPN_ST25815572	xylB_5~~~xylB_6~~~xylB_4	xylB_5~~~xylB_6~~~xylB_4	xylB_4
gene_1380	KLPN_ST25815573	dppD_3~~~dppD_2	dppD_3~~~dppD_2	dppD_2
gene_1381	KLPN_ST25815574	rlmJ	rlmJ	rlmJ
gene_1382	KLPN_ST25815575	group_3850	group_3617	ywrO
gene_1383	KLPN_ST25815576	group_4767	group_4527	rpsH
gene_1384	KLPN_ST25815577	group_1033	group_5683	group_11931
gene_1385	KLPN_ST25815578	csrD_1~~~csrD_2~~~csrD	csrD_1~~~csrD_2~~~csrD	csrD
gene_1386	KLPN_ST25815579	arcB	arcB	arcB
gene_1387	KLPN_ST25815580	folP_2~~~folP_1	folP_2~~~folP_1	folP_1
gene_1388	KLPN_ST25815581	group_7736	group_8251	group_7422
gene_1389	KLPN_ST25815582	group_6392	group_6811	group_11244
gene_1390	KLPN_ST25815583	group_7789	group_8306	group_11250
gene_1391	KLPN_ST25815584	group_1746	group_1624	metC_2
gene_1392	KLPN_ST25815585	group_5068	group_4819	group_12021
gene_1393	KLPN_ST25815586	yggR	yggR	yggR
gene_1394	KLPN_ST25815587	group_1951	group_1827	fbaA_1
gene_1395	KLPN_ST25815588	group_2237	group_2114	prfB
gene_1396	KLPN_ST25815589	xerD_1~~~xerD_2~~~xerD_3~~~xerC_3	xerD_1~~~xerD_2~~~xerD_3~~~xerC_3	NA
gene_1397	KLPN_ST25815590	ygeA_2~~~ygeA_1	ygeA_2~~~ygeA_1	ygeA
gene_1398	KLPN_ST25815591	pduW	pduW	pduW
gene_1399	KLPN_ST25815592	cbiJ	cbiJ	cbiJ
gene_1400	KLPN_ST25815593	group_7685	group_8189	group_7870
gene_1401	KLPN_ST25815594	group_5110	group_4863	group_11544
gene_1402	KLPN_ST25815597	group_6596	group_7011	group_11475
gene_1403	KLPN_ST25815598	group_6240	group_6659	group_9425
gene_1404	KLPN_ST25815599	group_1760	group_1637	hemX
gene_1405	KLPN_ST25815600	group_2846	group_2714	tatC
gene_1406	KLPN_ST25815601	group_8169	group_8916	group_445
gene_1407	KLPN_ST25815602	group_1440	group_1341	zraS
gene_1408	KLPN_ST25815603	trkH_1~~~trkH_2	trkH_1~~~trkH_2	NA
gene_1409	KLPN_ST25815604	group_3129	group_2959	yigB
gene_1410	KLPN_ST25815605	group_5665	group_5824	group_21056
gene_1411	KLPN_ST25815606	yrbG	yrbG	yrbG
gene_1412	KLPN_ST25815607	group_463	group_558	pnp
gene_1413	KLPN_ST25815608	garD_5~~~garD~~~garD_4	garD_5~~~garD~~~garD_4	garD
gene_1414	KLPN_ST25815610	group_8161	group_8906	group_2948
gene_1415	KLPN_ST25815619	yeiP	yeiP	yeiP
gene_1416	KLPN_ST25815622	pcp	pcp	pcp
gene_1417	KLPN_ST25815693	group_1846	group_1719	pdxB
gene_1418	KLPN_ST25815726	ulaA_3~~~ulaA_4~~~ulaA_2	ulaA_3~~~ulaA_4~~~ulaA_2	NA
gene_1419	KLPN_ST25815748	lgoD_1	lgoD_1	lgoD
gene_1420	KLPN_ST25815749	group_7869	group_8470	group_4465
gene_1421	KLPN_ST25815751	valS_1~~~valS~~~valS_2	valS_1~~~valS~~~valS_2	valS
gene_1422	KLPN_ST25815752	group_7320	group_7732	group_9603
gene_1423	KLPN_ST25815753	ytfE_2~~~ytfE~~~ytfE_1	ytfE_2~~~ytfE~~~ytfE_1	ytfE
gene_1424	KLPN_ST25815754	group_2273	group_2150	miaA
gene_1425	KLPN_ST25815757	group_1419	group_1322	dnaB_2
gene_1426	KLPN_ST25815758	sorC_2~~~sorC_1	sorC_2~~~sorC_1	sorC_1
gene_1427	KLPN_ST25815759	group_6529	group_6948	thiS
gene_1428	KLPN_ST25815760	group_2976	group_1175	ubiB
gene_1429	KLPN_ST25815761	group_3021	group_2867	wecG
gene_1430	KLPN_ST25815762	group_742	group_5537	murI
gene_1431	KLPN_ST25815763	rraA	rraA	rraA
gene_1432	KLPN_ST25815764	group_2193	group_2068	pfp
gene_1433	KLPN_ST25815765	group_7750	group_8266	rbsK_3
gene_1434	KLPN_ST25815771	rppH	rppH	rppH_2
gene_1435	KLPN_ST25815772	ligB_1~~~ligB~~~ligB_2	ligB_1~~~ligB~~~ligB_2	ligB
gene_1436	KLPN_ST25815773	xylH_2~~~xylH_1	xylH_2~~~xylH_1	xylH
gene_1437	KLPN_ST25815774	yhhQ_2~~~yhhQ_1~~~yhhQ	yhhQ_2~~~yhhQ_1~~~yhhQ	yhhQ
gene_1438	KLPN_ST25815775	group_2038	group_1913	yhhX
gene_1439	KLPN_ST25815776	group_966	NA	pckA_2
gene_1440	KLPN_ST25815777	group_2525	group_2402	cfxP
gene_1441	KLPN_ST25815778	group_4862	group_4621	rplN
gene_1442	KLPN_ST25815779	acrE_1~~~acrE_2~~~acrE	acrE_1~~~acrE_2~~~acrE	acrE
gene_1443	KLPN_ST25815780	group_4346	group_4113	accB
gene_1444	KLPN_ST25815781	group_4303	group_4074	greA
gene_1445	KLPN_ST25815782	group_3723	group_3494	diaA
gene_1446	KLPN_ST25815783	yqjE	yqjE	yqjE
gene_1447	KLPN_ST25815784	group_1964	group_1840	dhaK_1
gene_1448	KLPN_ST25815785	plsY	plsY	plsY
gene_1449	KLPN_ST25815786	group_2661	group_2532	dkgA
gene_1450	KLPN_ST25815787	group_8119	group_8855	group_8499
gene_1451	KLPN_ST25815788	group_3714	group_3485	rdgB
gene_1452	KLPN_ST25815789	group_4056	group_3818	fldB
gene_1453	KLPN_ST25815790	msiK_1~~~msmX	msiK_1~~~msmX	msiK_2
gene_1454	KLPN_ST25815791	group_1525	group_1416	argA
gene_1455	KLPN_ST25815792	cbiT_2~~~cbiT_1	cbiT_2~~~cbiT_1	cbiT
gene_1456	KLPN_ST25815793	group_7845	group_8423	group_4061
gene_1457	KLPN_ST25815794	group_3053	group_2896	cysH_1
gene_1458	KLPN_ST25815795	group_7846	group_8425	ilvI_1
gene_1459	KLPN_ST25815796	symE_2~~~symE_1	symE_2~~~symE_1	symE_2
gene_1460	KLPN_ST25815797	group_7066	group_7489	nimR_1
gene_1461	KLPN_ST25815798	group_6026	group_6448	group_7610
gene_1462	KLPN_ST25815799	trpB_2~~~yybH	trpB_2~~~yybH	yybH
gene_1463	KLPN_ST25815800	group_4263	group_4033	group_20571
gene_1464	KLPN_ST25815801	hisM	hisM	hisM
gene_1465	KLPN_ST25815802	group_4381	group_4147	elaA
gene_1466	KLPN_ST25815803	ada_1~~~ada_2	ada_1~~~ada_2	ada_1
gene_1467	KLPN_ST25815804	yehZ_1~~~yehZ_2	yehZ_1~~~yehZ_2	yehZ
gene_1468	KLPN_ST25815805	group_2418	group_2295	ddpC_3
gene_1469	KLPN_ST25815807	group_1490	group_1384	plaP
gene_1470	KLPN_ST25815808	group_7811	group_8327	group_8612
gene_1471	KLPN_ST25815809	pgrR_7~~~pgrR_10	pgrR_7~~~pgrR_10	NA
gene_1472	KLPN_ST25815810	group_5809	group_6104	group_21022
gene_1473	KLPN_ST25815811	group_1376	group_1284	zwf
gene_1474	KLPN_ST25815812	group_4396	group_4170	group_11696
gene_1475	KLPN_ST25815813	fhuA_2	fhuA_2	fhuA_1
gene_1476	KLPN_ST25815814	group_1929	group_1803	ychF
gene_1477	KLPN_ST25815815	group_766	group_5449	narI
gene_1478	KLPN_ST25815816	rplT	rplT	rplT
gene_1479	KLPN_ST25815817	group_6539	group_6958	group_9462
gene_1480	KLPN_ST25815818	group_7549	group_7958	group_6427
gene_1481	KLPN_ST25815819	scoB	scoB	scoB
gene_1482	KLPN_ST25815820	group_3509	group_3288	cynT
gene_1483	KLPN_ST25815821	group_5950	group_6366	group_20982
gene_1484	KLPN_ST25815822	gbpR	gbpR	gbpR
gene_1485	KLPN_ST25815823	group_1527	group_1418	zraR
gene_1486	KLPN_ST25815824	group_4665	group_4429	psiE
gene_1487	KLPN_ST25815825	group_3825	group_3593	efp
gene_1488	KLPN_ST25815826	group_2984	group_1177	aidB
gene_1489	KLPN_ST25815827	tamA_1~~~tamA_2	tamA_1~~~tamA_2	tamA
gene_1490	KLPN_ST25815828	hexR_4	hexR_4	hexR_2
gene_1491	KLPN_ST25815829	iolD_2~~~iolD~~~iolD_1	iolD_2~~~iolD~~~iolD_1	iolD
gene_1492	KLPN_ST25815830	yjmB~~~yagG_3	yjmB~~~yagG_3	NA
gene_1493	KLPN_ST25815831	rbsC_8~~~rbsC_10	rbsC_8~~~rbsC_10	lsrD_3
gene_1494	KLPN_ST25815834	group_6825	group_7252	satP
gene_1495	KLPN_ST25815835	group_3990	group_3753	kefF_2
gene_1496	KLPN_ST25815836	group_6023	group_6443	aroE_1
gene_1497	KLPN_ST25815837	group_2026	group_1901	guaC
gene_1498	KLPN_ST25815838	group_372	group_2156	yadH
gene_1499	KLPN_ST25815839	rafB	rafB	rafB
gene_1500	KLPN_ST25815842	group_3296	group_3112	fabG_9
gene_1501	KLPN_ST25815854	group_7698	group_8209	group_9924
gene_1502	KLPN_ST25815889	yajO_5	yajO_5	yajO_5
gene_1503	KLPN_ST258158	group_6547	group_6967	epsL
gene_1504	KLPN_ST25815960	mnmC	mnmC	mnmC
gene_1505	KLPN_ST258159	group_3089	group_2927	pyrH
gene_1506	KLPN_ST25816000	nfdA_2~~~hutI_1	nfdA_2~~~hutI_1	nfdA_1
gene_1507	KLPN_ST25816010	group_8231	group_8985	group_11343
gene_1508	KLPN_ST25816025	amtB	amtB	amtB
gene_1509	KLPN_ST25816039	group_2614	group_2487	group_20438
gene_1510	KLPN_ST25816042	group_3138	group_2966	purC
gene_1511	KLPN_ST25816043	amiA	amiA	amiA
gene_1512	KLPN_ST25816044	ipdC	ipdC	ipdC
gene_1513	KLPN_ST25816045	dedA_1~~~dedA_2~~~dedA	dedA_1~~~dedA_2~~~dedA	dedA
gene_1514	KLPN_ST25816046	group_1518	group_1409	nuoF
gene_1515	KLPN_ST25816047	nrdB	nrdB	nrdB
gene_1516	KLPN_ST25816048	group_7663	group_8167	appA_2
gene_1517	KLPN_ST25816049	group_2639	group_2510	bglG
gene_1518	KLPN_ST25816050	group_2974	group_2826	rbtD
gene_1519	KLPN_ST25816051	galF_2~~~galF_1~~~galF	galF_2~~~galF_1~~~galF	NA
gene_1520	KLPN_ST25816052	hisF	hisF	hisF
gene_1521	KLPN_ST25816053	group_2379	group_2255	gcvA_4
gene_1522	KLPN_ST25816054	menH_1~~~menH_3	menH_1~~~menH_3	NA
gene_1523	KLPN_ST25816055	uvrC_2~~~uvrC_1~~~uvrC	uvrC_2~~~uvrC_1~~~uvrC	NA
gene_1524	KLPN_ST25816056	group_3627	group_3401	ruvA
gene_1525	KLPN_ST25816057	group_4013	group_3775	dsbB
gene_1526	KLPN_ST25816058	group_2751	group_2622	ais
gene_1527	KLPN_ST25816059	group_6396	group_6815	group_5460
gene_1528	KLPN_ST25816060	napA~~~nasA_1~~~narG~~~nasA_2~~~nasA	napA~~~nasA_1~~~narG~~~nasA_2~~~nasA	nasA
gene_1529	KLPN_ST25816061	group_7341	group_7748	group_7795
gene_1530	KLPN_ST25816062	group_7412	group_7815	group_4612
gene_1531	KLPN_ST25816063	ycaD_2	ycaD_2	ycaD_1
gene_1532	KLPN_ST25816064	budB	budB	budB
gene_1533	KLPN_ST25816065	group_2279	group_2157	gsiD_2
gene_1534	KLPN_ST25816066	group_3677	group_3447	nemR
gene_1535	KLPN_ST25816067	group_7129	group_7548	group_9354
gene_1536	KLPN_ST25816068	group_2323	group_2199	ydcU
gene_1537	KLPN_ST25816069	group_769	group_5319	pptA
gene_1538	KLPN_ST25816070	araJ	araJ	NA
gene_1539	KLPN_ST25816071	group_2348	group_2225	mamB
gene_1540	KLPN_ST25816072	group_1775	group_1651	ntdC
gene_1541	KLPN_ST25816073	group_6741	group_7159	group_11712
gene_1542	KLPN_ST25816075	group_952	group_8183	rhaS_3
gene_1543	KLPN_ST25816076	group_2836	group_2704	map_1
gene_1544	KLPN_ST25816077	group_5226	group_4979	group_11465
gene_1545	KLPN_ST25816079	nimR_2	nimR_2	nimR_5
gene_1546	KLPN_ST25816080	mdcC	mdcC	mdcC
gene_1547	KLPN_ST25816081	group_7012	group_7439	group_9828
gene_1548	KLPN_ST25816082	group_7835	group_8383	group_8463
gene_1549	KLPN_ST25816083	group_6599	group_7015	group_6824
gene_1550	KLPN_ST25816086	group_2766	group_2637	yciK
gene_1551	KLPN_ST25816087	group_1447	group_1346	tcyP
gene_1552	KLPN_ST25816088	group_2994	group_2843	phoC
gene_1553	KLPN_ST25816090	group_6739	group_7157	group_11625
gene_1554	KLPN_ST25816091	bhsA_2	bhsA_2	bhsA_2
gene_1555	KLPN_ST25816092	group_3409	group_3202	group_20431
gene_1556	KLPN_ST25816093	group_4530	group_4304	group_20517
gene_1557	KLPN_ST25816094	group_710	group_5491	group_20220
gene_1558	KLPN_ST25816095	ssuD_1~~~ssuD_2	ssuD_1~~~ssuD_2	ssuD
gene_1559	KLPN_ST25816096	aroA	aroA	aroA
gene_1560	KLPN_ST25816097	poxB~~~poxB_1~~~poxB_2	poxB~~~poxB_1~~~poxB_2	poxB
gene_1561	KLPN_ST25816100	malT_1~~~malT_2	malT_1~~~malT_2	malT_1
gene_1562	KLPN_ST25816101	dtpC	dtpC	dtpC
gene_1563	KLPN_ST25816104	group_726	group_5208	hha
gene_1564	KLPN_ST25816105	group_2008	group_1882	sbnA
gene_1565	KLPN_ST25816106	group_3710	group_3481	yajL
gene_1566	KLPN_ST25816107	group_6916	group_7344	group_11269
gene_1567	KLPN_ST25816108	araA	araA	araA
gene_1568	KLPN_ST25816109	citA_3~~~citA_1	citA_3~~~citA_1	citA_1
gene_1569	KLPN_ST25816110	group_3241	group_3063	creB
gene_1570	KLPN_ST25816111	group_3309	group_3122	bglJ
gene_1571	KLPN_ST25816112	group_6510	group_6928	group_11197
gene_1572	KLPN_ST25816113	group_1927	group_1801	leuB
gene_1573	KLPN_ST25816114	group_4841	group_4602	apaG
gene_1574	KLPN_ST25816115	group_1681	group_1565	deoB
gene_1575	KLPN_ST25816118	group_7002	group_7429	group_11759
gene_1576	KLPN_ST25816119	ydcF_2~~~ydcF	ydcF_2~~~ydcF	ydcF
gene_1577	KLPN_ST25816120	group_7009	group_7438	tdh_1
gene_1578	KLPN_ST25816121	group_1039	group_5709	group_19348
gene_1579	KLPN_ST25816122	group_2459	group_2337	sapC
gene_1580	KLPN_ST25816123	trpC	trpC	trpC
gene_1581	KLPN_ST25816124	group_5088	group_4840	osmE
gene_1582	KLPN_ST25816125	group_2184	group_2059	ydjG
gene_1583	KLPN_ST25816127	dmlR_10	dmlR_10	dmlR_13
gene_1584	KLPN_ST25816131	group_6774	group_1419	group_19215
gene_1585	KLPN_ST25816132	group_6998	group_7425	group_11688
gene_1586	KLPN_ST25816135	group_1621	group_1509	ftsA_2
gene_1587	KLPN_ST25816177	group_8017	group_8736	group_5626
gene_1588	KLPN_ST25816199	rihC	rihC	rihC
gene_1589	KLPN_ST25816201	cbiG	cbiG	cbiG
gene_1590	KLPN_ST25816243	chbA_4	chbA_4	chbA_2
gene_1591	KLPN_ST25816259	dgkA	dgkA	dgkA
gene_1592	KLPN_ST25816260	group_292	group_61	metH
gene_1593	KLPN_ST25816261	asnC	asnC	asnC
gene_1594	KLPN_ST25816262	rnpA	rnpA	group_11661
gene_1595	KLPN_ST25816290	NA	NA	NA
gene_1596	KLPN_ST258162	group_3009	group_2856	NA
gene_1597	KLPN_ST25816323	sugC~~~btuD_7~~~btuD_5	sugC~~~btuD_7~~~btuD_5	group_3685
gene_1598	KLPN_ST25816335	group_6593	group_7008	group_9630
gene_1599	KLPN_ST25816336	ureG_1~~~ureG~~~ureG_2	ureG_1~~~ureG~~~ureG_2	ureG
gene_1600	KLPN_ST25816376	group_6760	group_7184	group_8496
gene_1601	KLPN_ST25816378	znuA_1~~~znuA_2~~~znuA	znuA_1~~~znuA_2~~~znuA	znuA
gene_1602	KLPN_ST25816387	deaD	deaD	deaD
gene_1603	KLPN_ST258163	katG_1~~~katG_2	katG_1~~~katG_2	katG
gene_1604	KLPN_ST25816432	group_7854	group_8433	group_3748
gene_1605	KLPN_ST25816442	yadV_3~~~fimC_1~~~yadV_2~~~yadV_1	yadV_3~~~fimC_1~~~yadV_2~~~yadV_1	yadV_1
gene_1606	KLPN_ST25816446	exuT_4~~~exuT_1~~~exuT_5	exuT_4~~~exuT_1~~~exuT_5	NA
gene_1607	KLPN_ST25816498	group_7654	group_232	group_3903
gene_1608	KLPN_ST25816510	group_65	group_104	group_11543
gene_1609	KLPN_ST25816541	group_1222	group_6921	group_6731
gene_1610	KLPN_ST25816561	exuT_1~~~exuT_2	exuT_1~~~exuT_2	exuT_2
gene_1611	KLPN_ST25816565	ahpF_1~~~ahpF_2	ahpF_1~~~ahpF_2	ahpF
gene_1612	KLPN_ST25816567	group_1748	group_1626	group_19895
gene_1613	KLPN_ST25816568	group_4937	group_4698	frdD
gene_1614	KLPN_ST25816570	group_2893	group_2756	rbn_2
gene_1615	KLPN_ST25816571	group_761	group_5602	group_20995
gene_1616	KLPN_ST25816572	group_4367	group_4134	group_11745
gene_1617	KLPN_ST25816573	pcpR_1	pcpR_1	pcpR_2
gene_1618	KLPN_ST25816574	yijE	yijE	yijE
gene_1619	KLPN_ST25816575	group_2116	group_1992	group_19840
gene_1620	KLPN_ST25816576	group_1426	group_1329	glnA
gene_1621	KLPN_ST25816577	group_4336	group_4103	atpF
gene_1622	KLPN_ST25816582	group_4206	group_3970	sorB_1
gene_1623	KLPN_ST25816583	group_2293	group_2172	dusA
gene_1624	KLPN_ST25816586	groL_2~~~groL_3	groL_2~~~groL_3	groL
gene_1625	KLPN_ST25816587	group_4378	group_4144	tsaE
gene_1626	KLPN_ST25816588	group_3310	group_3123	group_20516
gene_1627	KLPN_ST25816589	group_4407	group_4181	group_19381
gene_1628	KLPN_ST25816590	rraB	rraB	rraB
gene_1629	KLPN_ST25816592	group_5051	group_4804	cusF_2
gene_1630	KLPN_ST25816593	group_6239	group_6658	group_7346
gene_1631	KLPN_ST25816594	lgoT_4~~~lgoT_3	lgoT_4~~~lgoT_3	lgoT_2
gene_1632	KLPN_ST25816595	osmY_2	osmY_2	osmY_2
gene_1633	KLPN_ST25816596	group_2260	group_2137	talB
gene_1634	KLPN_ST25816597	group_1825	group_1700	carA_2
gene_1635	KLPN_ST25816598	group_6788	group_7211	group_4480
gene_1636	KLPN_ST25816599	group_4762	group_4522	mutT
gene_1637	KLPN_ST25816600	gcd_4~~~gcd_2~~~gcd_1~~~gcd_3~~~gcd	gcd_4~~~gcd_2~~~gcd_1~~~gcd_3~~~gcd	NA
gene_1638	KLPN_ST25816601	group_222	group_285	mrcB
gene_1639	KLPN_ST25816602	rnhB	rnhB	rnhB
gene_1640	KLPN_ST25816603	fadE_2~~~fadE_1	fadE_2~~~fadE_1	fadE
gene_1641	KLPN_ST25816604	group_7778	group_8297	sbnD_1
gene_1642	KLPN_ST25816605	group_1977	group_1853	queA
gene_1643	KLPN_ST25816606	pobR	pobR	pcaR_3
gene_1644	KLPN_ST25816607	group_6276	group_6696	group_20970
gene_1645	KLPN_ST25816608	folD	folD	folD
gene_1646	KLPN_ST25816610	cra_2~~~cra_1~~~purR_1~~~purR	cra_2~~~cra_1~~~purR_1~~~purR	cra_2
gene_1647	KLPN_ST25816611	group_7693	group_8200	iolE_2
gene_1648	KLPN_ST25816612	group_6600	group_7017	group_7321
gene_1649	KLPN_ST25816613	mtnA_1~~~mtnA_2	mtnA_1~~~mtnA_2	mtnA
gene_1650	KLPN_ST25816614	crcB	crcB	crcB
gene_1651	KLPN_ST25816615	group_2966	group_2819	nagD
gene_1652	KLPN_ST25816616	gltA_1	gltA_1	gltA_2
gene_1653	KLPN_ST25816617	acrZ	acrZ	acrZ
gene_1654	KLPN_ST25816618	uvrB_1~~~uvrB_2	uvrB_1~~~uvrB_2	uvrB
gene_1655	KLPN_ST25816619	group_3608	group_3384	group_20365
