gene_name	panacota	panaroo	panaroodefault	roarydefault
gene_1124	KLPN_ST30712982	group_3856	group_4199	rstB_2
gene_1125	KLPN_ST30712983	group_3014	group_3252	artQ_1
gene_1126	KLPN_ST30712984	hpd	hpd	hpd
gene_1127	KLPN_ST30712985	group_2571	group_2813	ppsA
gene_1128	KLPN_ST30712986	group_3662	group_3945	group_6839
gene_1129	KLPN_ST30712987	group_8441	group_8600	group_6828
gene_1130	KLPN_ST30712988	ompA	ompA	ompA_1
gene_1131	KLPN_ST30712989	group_1371	group_1583	rlhA_2
gene_1132	KLPN_ST3071298	group_2102	group_2315	gatD
gene_1133	KLPN_ST30712990	group_3293	group_3554	group_6407
gene_1134	KLPN_ST30712991	group_5283	group_5574	pduD_1
gene_1135	KLPN_ST30712992	group_136	group_138	ptsP
gene_1136	KLPN_ST30712993	group_922	group_1127	group_5222
gene_1137	KLPN_ST30712994	group_4505	group_4815	gloB
gene_1138	KLPN_ST30712998	bdhA	bdhA	bdhA
gene_1139	KLPN_ST30712999	group_2642	group_2883	appA
gene_1140	KLPN_ST3071299	group_2826	group_3066	dhaT
gene_1141	KLPN_ST30713000	group_687	group_892	sodC
gene_1142	KLPN_ST30713001	frmR	frmR	frmR
gene_1143	KLPN_ST30713002	group_9272	group_9366	group_6646
gene_1144	KLPN_ST30713003	group_6812	group_7077	group_6663
gene_1145	KLPN_ST30713004	group_3511	group_3814	araJ
gene_1146	KLPN_ST30713005	group_2990	group_3229	group_6694
gene_1147	KLPN_ST30713006	group_2688	group_2929	group_2652
gene_1148	KLPN_ST30713007	glnM	glnM	glnM
gene_1149	KLPN_ST30713008	group_1874	group_2085	opd
gene_1150	KLPN_ST30713009	group_957	group_1162	rbsK_2
gene_1151	KLPN_ST3071300	ygiF	ygiF	ygiF
gene_1152	KLPN_ST30713010	group_963	group_1171	group_2560
gene_1153	KLPN_ST30713011	group_3370	group_3644	group_5260
gene_1154	KLPN_ST30713012	group_991	group_1196	group_5252
gene_1155	KLPN_ST30713014	murQ_2	murQ_2	murQ_2
gene_1156	KLPN_ST30713015	group_6773	group_7037	rstA
gene_1157	KLPN_ST30713016	group_9417	group_3007	pgrR_4
gene_1158	KLPN_ST30713017	group_2491	group_2716	ldhA
gene_1159	KLPN_ST30713018	group_1660	group_1872	bdcR
gene_1160	KLPN_ST30713019	group_3659	group_3952	group_7201
gene_1161	KLPN_ST3071301	group_6438	group_5116	exbB
gene_1162	KLPN_ST30713020	group_9035	group_9151	group_15371
gene_1163	KLPN_ST30713021	group_5344	group_5633	group_15513
gene_1164	KLPN_ST30713022	group_6013	group_6288	group_7220
gene_1165	KLPN_ST30713023	group_3238	group_3498	sotB_3
gene_1166	KLPN_ST30713024	group_3237	group_3497	group_8110
gene_1167	KLPN_ST30713025	denK	denK	denK
gene_1168	KLPN_ST30713026	group_1632	group_1845	fabD_2
gene_1169	KLPN_ST30713027	group_1623	group_1836	ycdY
gene_1170	KLPN_ST30713028	group_8644	group_8788	group_7670
gene_1171	KLPN_ST30713029	group_3125	group_3378	NA
gene_1172	KLPN_ST3071302	yggR_1~~~yggR_2~~~yggR	yggR_1~~~yggR_2~~~yggR	yggR
gene_1173	KLPN_ST30713030	yedS_2~~~yedS~~~yedS_1	yedS_2~~~yedS~~~yedS_1	yedS
gene_1174	KLPN_ST30713032	group_3880	group_4219	artJ_1
gene_1175	KLPN_ST30713033	group_2798	group_3041	iaaA
gene_1176	KLPN_ST30713034	dinG_1~~~dinG_3~~~dinG_2	dinG_1~~~dinG_3~~~dinG_2	dinG
gene_1177	KLPN_ST30713035	bioB	bioB	bioB
gene_1178	KLPN_ST30713036	group_4097	group_4401	modE
gene_1179	KLPN_ST30713037	group_3363	group_3631	sucD
gene_1180	KLPN_ST30713038	group_6329	group_6597	group_7470
gene_1181	KLPN_ST30713039	group_1709	group_1921	mrdB
gene_1182	KLPN_ST3071303	group_1866	group_2076	fbaA_2
gene_1183	KLPN_ST30713040	group_3902	group_4246	lyx_2
gene_1184	KLPN_ST30713041	group_4315	group_4330	fepC
gene_1185	KLPN_ST30713042	group_4420	group_4732	occP
gene_1186	KLPN_ST30713043	group_2051	group_2264	group_3756
gene_1187	KLPN_ST30713044	group_2950	group_3190	scrK
gene_1188	KLPN_ST30713045	group_6149	group_6418	group_6882
gene_1189	KLPN_ST30713046	group_5739	group_6023	recR
gene_1190	KLPN_ST30713047	group_5679	group_5961	group_15525
gene_1191	KLPN_ST30713048	group_3229	group_3488	cyoE
gene_1192	KLPN_ST30713049	group_7649	group_7835	yajC
gene_1193	KLPN_ST3071304	group_2628	group_2869	prfB
gene_1194	KLPN_ST30713050	group_2187	group_2400	phoA
gene_1195	KLPN_ST30713051	ecpE	ecpE	ecpE
gene_1196	KLPN_ST30713052	group_68	group_69	pknK
gene_1197	KLPN_ST30713053	group_531	group_732	group_15455
gene_1198	KLPN_ST30713054	group_3942	group_4250	dkgB
gene_1199	KLPN_ST30713055	group_9358	group_9448	group_7767
gene_1200	KLPN_ST30713056	group_1260	group_1470	gltS
gene_1201	KLPN_ST30713057	group_5404	group_5692	group_6552
gene_1202	KLPN_ST30713058	group_1564	lldP	lldP
gene_1203	KLPN_ST30713059	group_5088	group_7279	group_15575
gene_1204	KLPN_ST3071305	group_6093	group_6363	fim
gene_1205	KLPN_ST30713060	group_1326	group_1536	nikA
gene_1206	KLPN_ST30713061	group_4351	group_5855	lptB_2
gene_1207	KLPN_ST30713062	group_2597	group_2837	malQ
gene_1208	KLPN_ST30713063	group_7698	group_7880	nirD
gene_1209	KLPN_ST30713064	group_1899	group_2108	bfr
gene_1210	KLPN_ST30713065	group_620	group_829	trkA
gene_1211	KLPN_ST30713066	tldD	tldD	tldD
gene_1212	KLPN_ST30713067	group_502	group_6357	rpoN
gene_1213	KLPN_ST30713068	rimP	rimP	rimP
gene_1214	KLPN_ST30713069	group_3823	group_3647	group_15068
gene_1215	KLPN_ST3071306	group_1411	group_1622	group_4532
gene_1216	KLPN_ST30713070	group_1059	group_1265	sstT
gene_1217	KLPN_ST30713071	group_2625	group_2866	ddrA_2
gene_1218	KLPN_ST30713072	ubiK	ubiK	ubiK
gene_1219	KLPN_ST30713073	group_6475	group_6734	group_15150
gene_1220	KLPN_ST30713074	group_2744	group_2981	gshB
gene_1221	KLPN_ST30713075	group_3197	group_3450	argP_3
gene_1222	KLPN_ST30713076	ribZ_2	ribZ_2	ribZ_2
gene_1223	KLPN_ST30713077	group_6382	group_6649	group_6320
gene_1224	KLPN_ST30713078	group_2342	group_2549	ascG_3
gene_1225	KLPN_ST30713079	group_2144	group_2358	group_4536
gene_1226	KLPN_ST3071307	group_3109	group_3361	pduX
gene_1227	KLPN_ST30713080	group_8050	group_8222	cbiN
gene_1228	KLPN_ST30713081	group_6991	group_7259	fucU
gene_1229	KLPN_ST30713082	group_4050	group_4357	mazG
gene_1230	KLPN_ST30713084	group_650	group_855	scrY_3
gene_1231	KLPN_ST30713085	group_7429	group_7634	srlB_1
gene_1232	KLPN_ST30713086	group_6915	group_7186	group_6488
gene_1233	KLPN_ST30713087	group_2732	group_2971	gbuA
gene_1234	KLPN_ST30713088	dgcN	dgcN	dgcN
gene_1235	KLPN_ST30713089	group_6446	group_5113	pdxJ
gene_1236	KLPN_ST3071308	cbiJ	cbiJ	cbiJ
gene_1237	KLPN_ST30713090	group_7625	group_7811	fdx
gene_1238	KLPN_ST30713091	group_1742	group_1954	ppk
gene_1239	KLPN_ST30713092	group_6591	group_6847	group_15295
gene_1240	KLPN_ST30713093	group_299	group_296	ptsI
gene_1241	KLPN_ST30713094	pal_1	pal_1	NA
gene_1242	KLPN_ST30713095	group_7249	group_7483	sixA
gene_1243	KLPN_ST30713098	lplT_2~~~lplT~~~lplT_1	lplT_2~~~lplT~~~lplT_1	lplT
gene_1244	KLPN_ST30713099	group_5588	group_5875	pduL_2
gene_1245	KLPN_ST3071309	garK_1	garK_1	garK_2
gene_1246	KLPN_ST30713100	group_6203	group_6470	group_6387
gene_1247	KLPN_ST30713101	group_218	group_217	norR_3
gene_1248	KLPN_ST30713102	group_1630	group_1843	cysI
gene_1249	KLPN_ST30713103	group_2268	group_2478	group_3241
gene_1250	KLPN_ST30713104	group_2274	group_2484	hypB
gene_1251	KLPN_ST30713105	group_3296	group_3558	mntA
gene_1252	KLPN_ST30713106	group_2924	group_3163	group_3253
gene_1253	KLPN_ST30713107	group_6916	group_7187	group_6510
gene_1254	KLPN_ST30713108	group_4725	group_5042	bamD
gene_1255	KLPN_ST30713109	purL_1~~~purL_2	purL_1~~~purL_2	purL
gene_1256	KLPN_ST3071310	group_511	group_696	edcC
gene_1257	KLPN_ST30713110	group_2825	group_3065	pbpC
gene_1258	KLPN_ST30713111	group_1706	group_1918	uraA
gene_1259	KLPN_ST30713112	group_2246	group_2458	proA_2
gene_1260	KLPN_ST30713113	group_9036	group_9152	group_16047
gene_1261	KLPN_ST30713114	group_6828	group_7092	group_7190
gene_1262	KLPN_ST30713115	group_3230	group_3489	group_7020
gene_1263	KLPN_ST30713116	group_428	group_508	mglA_3
gene_1264	KLPN_ST30713117	group_3289	group_3548	ade2
gene_1265	KLPN_ST30713119	group_4693	group_5009	ribX_1
gene_1266	KLPN_ST3071311	group_2194	group_2407	mak_2
gene_1267	KLPN_ST30713120	group_5449	group_5736	yecS_2
gene_1268	KLPN_ST30713121	group_2422	group_2629	rbsC_1
gene_1269	KLPN_ST30713122	group_858	group_1061	group_3875
gene_1270	KLPN_ST30713123	group_2780	group_3023	group_5251
gene_1271	KLPN_ST30713125	group_7473	group_7677	group_7353
gene_1272	KLPN_ST30713126	group_3358	group_3629	ytbE
gene_1273	KLPN_ST30713127	ves	ves	ves
gene_1274	KLPN_ST30713128	group_2409	group_2617	group_4991
gene_1275	KLPN_ST30713129	group_1504	group_1718	astC_2
gene_1276	KLPN_ST3071312	group_2837	group_3077	norR_2
gene_1277	KLPN_ST30713130	group_5994	group_6272	group_15391
gene_1278	KLPN_ST30713131	group_9336	group_9427	group_8113
gene_1279	KLPN_ST30713132	group_3066	group_3304	NA
gene_1280	KLPN_ST30713133	group_7887	group_8066	group_7554
gene_1281	KLPN_ST30713134	group_7956	group_8131	group_7234
gene_1282	KLPN_ST30713135	group_220	group_219	cpdB
gene_1283	KLPN_ST30713136	group_1620	group_1833	group_7285
gene_1284	KLPN_ST3071313	group_1153	group_1359	proV
gene_1285	KLPN_ST30713145	group_685	group_890	ivy
gene_1286	KLPN_ST30713146	group_7886	group_8065	group_15813
gene_1287	KLPN_ST30713147	group_1024	group_1230	ybdO_1
gene_1288	KLPN_ST30713148	group_5360	group_5649	gltK
gene_1289	KLPN_ST30713149	group_8808	group_8940	group_7460
gene_1290	KLPN_ST3071314	cloR	cloR	cloR
gene_1291	KLPN_ST30713150	group_6778	group_7042	pnuC
gene_1292	KLPN_ST30713151	group_8746	group_8883	group_6998
gene_1293	KLPN_ST30713152	group_3045	group_3284	moaC
gene_1294	KLPN_ST30713153	group_6345	group_6612	ompX
gene_1295	KLPN_ST30713154	group_2795	group_3038	mdfA
gene_1296	KLPN_ST30713156	group_1716	group_1929	artQ_2
gene_1297	KLPN_ST30713162	dmdB	dmdB	dmdB
gene_1298	KLPN_ST30713164	group_7231	group_5525	msiK_1
gene_1299	KLPN_ST3071316	group_7977	group_8150	group_15259
gene_1300	KLPN_ST30713173	group_4388	group_4698	group_7307
gene_1301	KLPN_ST30713174	group_7434	group_7639	group_7281
gene_1302	KLPN_ST30713176	group_80	group_80	ppc
gene_1303	KLPN_ST30713177	group_475	group_615	rhaB
gene_1304	KLPN_ST3071317	group_2043	group_2256	yfiF
gene_1305	KLPN_ST3071318	group_2539	group_2781	NA
gene_1306	KLPN_ST3071319	yfgJ	yfgJ	yfgJ
gene_1307	KLPN_ST3071320	group_6935	group_7204	purC
gene_1308	KLPN_ST3071321	group_3334	group_3602	amiA
gene_1309	KLPN_ST30713222	group_758	group_963	group_5550
gene_1310	KLPN_ST3071322	group_333	group_331	ipdC
gene_1311	KLPN_ST3071324	group_156	group_156	pta
gene_1312	KLPN_ST3071325	group_1046	group_1252	group_4850
gene_1313	KLPN_ST3071326	group_4417	group_5998	glcR_3
gene_1314	KLPN_ST3071327	group_1197	group_1405	group_4865
gene_1315	KLPN_ST3071328	rcnB	rcnB	rcnB
gene_1316	KLPN_ST30713295	iaaH	iaaH	iaaH
gene_1317	KLPN_ST3071329	mdtA_1	mdtA_1	group_3517
gene_1318	KLPN_ST3071330	group_2676	group_2917	dmlR_1
gene_1319	KLPN_ST3071331	yedI_2~~~yedI~~~yedI_1	yedI_2~~~yedI~~~yedI_1	yedI
gene_1320	KLPN_ST3071332	yagG_1	yagG_1	yagG_2
gene_1321	KLPN_ST3071333	yobA	yobA	yobA
gene_1322	KLPN_ST3071334	group_8993	group_9111	group_6790
gene_1323	KLPN_ST3071335	group_3830	group_4170	NA
gene_1324	KLPN_ST3071336	group_2864	group_3103	group_2677
gene_1325	KLPN_ST3071337	group_2250	group_2461	pfkB
gene_1326	KLPN_ST3071338	fpuD~~~fecE	fpuD~~~fecE	fecE
gene_1327	KLPN_ST30713390	group_877	group_1080	kgtP_2
gene_1328	KLPN_ST3071339	mhpB	mhpB	mhpB
gene_1329	KLPN_ST3071340	group_661	group_866	hcxB
gene_1330	KLPN_ST30713412	mdtC	mdtC	mexB
gene_1331	KLPN_ST3071341	group_8240	group_8402	group_8118
gene_1332	KLPN_ST3071342	group_522	group_713	puuA
gene_1333	KLPN_ST30713435	group_3062	group_3300	fimH
gene_1334	KLPN_ST3071343	group_5793	group_6077	sxy
gene_1335	KLPN_ST3071344	group_2383	group_2591	ycbB
gene_1336	KLPN_ST3071346	group_1080	group_1285	rafB_1
gene_1337	KLPN_ST3071347	rlmF	rlmF	rlmF
gene_1338	KLPN_ST3071348	group_3345	group_3615	group_7155
gene_1339	KLPN_ST3071349	group_2887	group_3125	pgl_2
gene_1340	KLPN_ST3071350	group_5274	group_5565	tolQ
gene_1341	KLPN_ST3071351	group_1735	group_1947	holA
gene_1342	KLPN_ST3071352	group_811	group_1015	group_5116
gene_1343	KLPN_ST3071353	group_380	group_381	entE
gene_1344	KLPN_ST3071355	group_2504	group_2734	frlB_2
gene_1345	KLPN_ST30713565	prc	prc	prc
gene_1346	KLPN_ST3071356	group_6757	group_7018	group_7559
gene_1347	KLPN_ST3071357	group_3550	group_3854	htrE_1
gene_1348	KLPN_ST3071358	ybaK	ybaK	ybaK
gene_1349	KLPN_ST3071359	ganB	ganB	ganB
gene_1350	KLPN_ST3071360	group_7272	group_7498	tig
gene_1351	KLPN_ST3071361	group_1740	group_1952	ribD
gene_1352	KLPN_ST30713626	group_1905	group_2114	trpR
gene_1353	KLPN_ST3071362	ppnP	ppnP	ppnP
gene_1354	KLPN_ST3071363	group_2993	group_3232	group_4788
gene_1355	KLPN_ST3071364	group_5393	group_5683	group_7784
gene_1356	KLPN_ST30713651	uvrY_1	uvrY_1	uvrY
gene_1357	KLPN_ST30713657	group_1779	group_1989	codB
gene_1358	KLPN_ST30713658	chiP_1~~~chiP_2~~~chiP	chiP_1~~~chiP_2~~~chiP	chiP
gene_1359	KLPN_ST30713659	group_1142	group_1348	sucB
gene_1360	KLPN_ST3071365	group_3140	group_3392	group_5221
gene_1361	KLPN_ST30713660	group_2689	group_2930	galE
gene_1362	KLPN_ST30713661	group_7121	group_7378	group_15178
gene_1363	KLPN_ST30713662	group_190	group_189	betT
gene_1364	KLPN_ST30713663	group_6886	group_7157	group_7543
gene_1365	KLPN_ST30713664	group_4231	group_4541	fabG_6
gene_1366	KLPN_ST30713665	cadC	cadC	cadC
gene_1367	KLPN_ST30713666	ybbJ	ybbJ	ybbJ
gene_1368	KLPN_ST30713667	group_989	group_1194	lacI_2
gene_1369	KLPN_ST30713668	group_8153	group_8317	hupB
gene_1370	KLPN_ST30713669	group_1273	group_1485	pgpA
gene_1371	KLPN_ST3071366	group_1981	group_2190	group_3852
gene_1372	KLPN_ST30713670	group_1242	group_1450	sbcD
gene_1373	KLPN_ST30713671	group_581	group_791	eutB_1
gene_1374	KLPN_ST30713672	group_1521	group_1736	group_5217
gene_1375	KLPN_ST30713673	group_904	group_1107	glaR
gene_1376	KLPN_ST30713674	group_4311	group_4624	yafV
gene_1377	KLPN_ST30713675	group_1530	group_1742	lpxB
gene_1378	KLPN_ST30713676	group_6034	group_6308	group_15252
gene_1379	KLPN_ST30713677	group_384	group_391	cueO
gene_1380	KLPN_ST30713678	group_1532	group_1744	ftsZ
gene_1381	KLPN_ST30713679	group_2513	group_2747	thiB
gene_1382	KLPN_ST3071367	group_1948	group_2155	bamA_2
gene_1383	KLPN_ST30713680	group_7954	group_8129	citD
gene_1384	KLPN_ST30713681	group_2901	group_3140	thrB
gene_1385	KLPN_ST30713682	group_2193	group_2406	rsmC
gene_1386	KLPN_ST30713683	group_8049	group_8221	group_7589
gene_1387	KLPN_ST30713684	group_890	group_1093	group_7569
gene_1388	KLPN_ST30713686	group_6619	group_6876	group_15236
gene_1389	KLPN_ST30713687	group_1592	group_1804	queG
gene_1390	KLPN_ST30713688	group_8585	group_8733	rpsR
gene_1391	KLPN_ST30713689	group_2435	group_2642	fbp
gene_1392	KLPN_ST3071368	group_1199	group_1407	epsF_2
gene_1393	KLPN_ST30713690	group_6771	group_7035	tabA
gene_1394	KLPN_ST30713691	group_3469	group_3771	can_1
gene_1395	KLPN_ST30713692	ykfI	ykfI	ykfI
gene_1396	KLPN_ST30713693	group_4467	group_4780	phnK
gene_1397	KLPN_ST30713694	group_3463	group_3764	soxR
gene_1398	KLPN_ST30713695	group_5720	group_6003	lexA
gene_1399	KLPN_ST30713696	sdhL_1~~~sdhL_2	sdhL_1~~~sdhL_2	sdhL
gene_1400	KLPN_ST30713697	group_11	group_11	rpoC
gene_1401	KLPN_ST30713698	group_133	group_135	metE
gene_1402	KLPN_ST30713699	group_3283	group_3542	rffH
gene_1403	KLPN_ST3071369	group_5392	group_4327	speD
gene_1404	KLPN_ST30713700	group_2998	group_3237	oxyR_4
gene_1405	KLPN_ST30713701	yiiM	yiiM	yiiM
gene_1406	KLPN_ST30713702	group_5575	group_5861	fdoI
gene_1407	KLPN_ST30713703	ravA	ravA	ravA
gene_1408	KLPN_ST30713704	group_7017	group_7285	group_7740
gene_1409	KLPN_ST3071370	group_847	group_1050	murG
gene_1410	KLPN_ST30713714	group_5464	group_5751	ribB
gene_1411	KLPN_ST30713715	group_3235	group_3495	group_15727
gene_1412	KLPN_ST30713716	rsmE	rsmE	rsmE
gene_1413	KLPN_ST30713717	group_5433	group_5721	rpiA
gene_1414	KLPN_ST30713718	group_2894	group_3132	nodD2_2
gene_1415	KLPN_ST30713719	group_3171	group_3420	group_6321
gene_1416	KLPN_ST3071371	group_312	group_309	araB_2
gene_1417	KLPN_ST30713720	group_875	group_1078	licC_4
gene_1418	KLPN_ST30713721	group_1833	group_2044	rsxC_2
gene_1419	KLPN_ST30713722	cbiQ	cbiQ	cbiQ
gene_1420	KLPN_ST30713723	group_2045	group_2258	fucK
gene_1421	KLPN_ST30713724	group_358	group_355	pyrG_1
gene_1422	KLPN_ST30713725	group_5847	group_6128	group_6436
gene_1423	KLPN_ST30713726	group_144	group_145	group_6451
gene_1424	KLPN_ST30713727	group_2127	group_2340	srlE
gene_1425	KLPN_ST30713728	group_3968	group_4314	gabR_3
gene_1426	KLPN_ST30713729	group_3038	group_3274	group_6507
gene_1427	KLPN_ST3071372	group_8203	group_8369	group_8198
gene_1428	KLPN_ST30713730	group_6362	group_6629	group_6516
gene_1429	KLPN_ST30713731	group_7298	group_7520	acpS
gene_1430	KLPN_ST30713732	iscX	iscX	iscX
gene_1431	KLPN_ST3071373	group_1719	group_1932	malK_2
gene_1432	KLPN_ST30713740	group_2511	group_2745	dppD_2
gene_1433	KLPN_ST30713741	rlmJ	rlmJ	rlmJ
gene_1434	KLPN_ST30713742	group_995	group_1200	gntU
gene_1435	KLPN_ST30713743	group_724	group_929	ywrO
gene_1436	KLPN_ST30713744	group_7196	group_7442	rpsH
gene_1437	KLPN_ST30713745	group_3278	group_3537	prmA
gene_1438	KLPN_ST30713746	sspB	sspB	sspB
gene_1439	KLPN_ST30713747	group_8301	group_8462	rpmA
gene_1440	KLPN_ST30713748	group_1737	group_1949	yhbO
gene_1441	KLPN_ST30713749	group_3178	group_3430	yhaJ_3
gene_1442	KLPN_ST3071374	group_8840	group_8968	group_14977
gene_1443	KLPN_ST30713750	yqjI	yqjI	yqjI
gene_1444	KLPN_ST30713751	group_6564	group_6819	smpB
gene_1445	KLPN_ST30713752	group_7354	group_5547	group_15782
gene_1446	KLPN_ST30713753	group_280	group_277	group_7185
gene_1447	KLPN_ST30713754	group_8174	group_8340	minE
gene_1448	KLPN_ST30713755	group_5848	group_6129	pth
gene_1449	KLPN_ST30713756	group_2141	group_2354	group_4773
gene_1450	KLPN_ST30713757	group_2512	group_2746	pheS
gene_1451	KLPN_ST30713758	mdtB_1~~~swrC	mdtB_1~~~swrC	cnrA
gene_1452	KLPN_ST30713759	group_2936	group_3175	glpE_1
gene_1453	KLPN_ST3071375	group_1293	group_1505	coaA
gene_1454	KLPN_ST30713760	group_936	group_1141	licC_1
gene_1455	KLPN_ST30713761	group_3169	group_3418	tenA_2
gene_1456	KLPN_ST30713762	ydjF_1	ydjF_1	srlR_2
gene_1457	KLPN_ST30713763	group_2636	group_2877	group_1611
gene_1458	KLPN_ST30713764	group_2407	group_2610	holB
gene_1459	KLPN_ST30713765	mdoH	mdoH	NA
gene_1460	KLPN_ST30713766	group_965	group_1167	group_5182
gene_1461	KLPN_ST30713767	group_2546	group_2788	sbcC
gene_1462	KLPN_ST30713768	group_1097	group_1301	eutC_1
gene_1463	KLPN_ST30713769	group_4001	group_4311	group_7781
gene_1464	KLPN_ST3071376	group_6701	group_6952	group_15859
gene_1465	KLPN_ST30713770	wcaJ	wcaJ	wcaJ
gene_1466	KLPN_ST30713771	group_3282	group_3541	cmpR_1
gene_1467	KLPN_ST30713772	group_6754	group_7015	fabZ
gene_1468	KLPN_ST30713773	group_3586	group_3878	outC
gene_1469	KLPN_ST30713774	group_7075	group_7339	group_6924
gene_1470	KLPN_ST30713775	group_3678	group_3980	ftsQ
gene_1471	KLPN_ST30713776	group_7235	group_5527	thiQ
gene_1472	KLPN_ST30713777	group_2091	group_9481	group_7615
gene_1473	KLPN_ST30713778	yveA	yveA	yveA
gene_1474	KLPN_ST30713779	group_8471	group_8629	group_7568
gene_1475	KLPN_ST3071377	group_6	group_5	pcpR_2
gene_1476	KLPN_ST30713784	malP_3	malP_3	malP_3
gene_1477	KLPN_ST30713785	group_189	group_188	malS
gene_1478	KLPN_ST30713786	group_1435	group_1646	group_14925
gene_1479	KLPN_ST30713787	ymdB	ymdB	ymdB
gene_1480	KLPN_ST30713788	acpP	acpP	acpP
gene_1481	KLPN_ST30713789	group_7341	group_7560	srlB_2
gene_1482	KLPN_ST3071378	yijE	yijE	yijE
gene_1483	KLPN_ST30713790	group_7816	group_7991	group_15126
gene_1484	KLPN_ST30713792	group_729	group_934	group_3854
gene_1485	KLPN_ST30713793	mhpT_1~~~mhpT_2	mhpT_1~~~mhpT_2	mhpT
gene_1486	KLPN_ST30713794	group_4095	group_4398	lpxA
gene_1487	KLPN_ST30713796	group_1392	group_1604	hcp
gene_1488	KLPN_ST30713797	group_5914	group_6190	group_15645
gene_1489	KLPN_ST30713798	group_2156	group_2369	group_3788
gene_1490	KLPN_ST30713799	group_7840	group_8015	group_16077
gene_1491	KLPN_ST3071379	group_9395	group_9489	rbsC_8
gene_1492	KLPN_ST30713800	group_7217	group_7458	gcvH
gene_1493	KLPN_ST30713802	ycgR	ycgR	NA
gene_1494	KLPN_ST30713803	group_3280	group_3538	tas
gene_1495	KLPN_ST30713804	group_6811	group_7076	group_6364
gene_1496	KLPN_ST30713805	group_9380	group_9470	group_6388
gene_1497	KLPN_ST30713806	group_909	group_1112	msuD_2
gene_1498	KLPN_ST30713807	group_6379	group_6646	cysH_1
gene_1499	KLPN_ST30713808	group_6863	group_7134	group_6440
gene_1500	KLPN_ST30713809	group_374	group_372	mltF_1
gene_1501	KLPN_ST3071380	group_538	group_743	glnA
gene_1502	KLPN_ST30713810	yfhM_2~~~yfhM_1~~~yfhM	yfhM_2~~~yfhM_1~~~yfhM	yfhM
gene_1503	KLPN_ST30713811	group_1078	group_1283	ddpA_2
gene_1504	KLPN_ST30713819	yajI	yajI	yajI
gene_1505	KLPN_ST3071381	group_6664	group_6914	atpF
gene_1506	KLPN_ST30713820	group_5901	group_6177	group_15175
gene_1507	KLPN_ST30713821	group_842	group_1045	group_15417
gene_1508	KLPN_ST30713825	nhaB	nhaB	nhaB
gene_1509	KLPN_ST30713830	group_2788	group_3031	phoE
gene_1510	KLPN_ST30713833	group_821	group_1024	manA
gene_1511	KLPN_ST30713834	group_1824	group_2034	group_7817
gene_1512	KLPN_ST30713869	group_1755	group_1966	group_4637
gene_1513	KLPN_ST30713898	group_1228	group_1436	lolC
gene_1514	KLPN_ST3071391	group_1923	group_2130	dsdA
gene_1515	KLPN_ST30713929	group_1434	group_1645	tonB
gene_1516	KLPN_ST3071392	group_1139	group_1345	group_6522
gene_1517	KLPN_ST3071393	group_2879	group_3118	NA
gene_1518	KLPN_ST3071394	group_1967	group_2174	group_3287
gene_1519	KLPN_ST3071395	group_1543	group_1757	group_15975
gene_1520	KLPN_ST3071396	group_992	group_1197	puuE
gene_1521	KLPN_ST3071397	csrD_1~~~csrD_2~~~csrD	csrD_1~~~csrD_2~~~csrD	csrD
gene_1522	KLPN_ST3071398	group_118	group_120	arcB
gene_1523	KLPN_ST30713996	group_1986	group_2195	menF
gene_1524	KLPN_ST30713998	group_6684	group_6934	rnhA
gene_1525	KLPN_ST30713999	group_6540	group_6797	skp
gene_1526	KLPN_ST3071399	group_9064	group_9179	folP_1
gene_1527	KLPN_ST30714000	epsE_3	epsE_3	epsE_2
gene_1528	KLPN_ST30714001	group_3419	group_3706	speE
gene_1529	KLPN_ST30714002	group_1363	group_1574	murC
gene_1530	KLPN_ST30714003	group_1574	group_1787	araC_2
gene_1531	KLPN_ST30714005	group_737	group_942	licC_2
gene_1532	KLPN_ST30714006	group_1491	group_1705	dapAL
gene_1533	KLPN_ST30714007	hadI	hadI	hadI
gene_1534	KLPN_ST30714008	group_2283	group_2493	group_4080
gene_1535	KLPN_ST3071400	group_2423	group_2630	group_15549
gene_1536	KLPN_ST30714010	prsE~~~hlyD	prsE~~~hlyD	prsE
gene_1537	KLPN_ST30714012	group_5990	group_6268	rcdA
gene_1538	KLPN_ST30714013	group_6642	group_6895	mntR
gene_1539	KLPN_ST30714014	group_5160	group_5499	ybhL
gene_1540	KLPN_ST30714015	group_7016	group_7284	atpC
gene_1541	KLPN_ST3071401	mzrA	mzrA	mzrA
gene_1542	KLPN_ST30714028	group_4492	group_4804	ygiD
gene_1543	KLPN_ST30714029	group_3382	group_3656	yghU
gene_1544	KLPN_ST3071402	group_6229	group_6496	yvqK
gene_1545	KLPN_ST30714030	sprT	sprT	sprT
gene_1546	KLPN_ST30714031	group_5784	group_6068	ygfA
gene_1547	KLPN_ST30714032	group_2264	group_2474	yajO_5
gene_1548	KLPN_ST30714034	adh_2	adh_2	adh_2
gene_1549	KLPN_ST30714035	group_6595	group_6851	pyrH
gene_1550	KLPN_ST30714036	group_5637	group_5919	gmk
gene_1551	KLPN_ST30714037	group_2265	group_2475	rfaF
gene_1552	KLPN_ST30714038	group_1374	group_1586	xylH
gene_1553	KLPN_ST3071403	group_3153	group_3404	cca
gene_1554	KLPN_ST30714040	group_751	group_956	cat3
gene_1555	KLPN_ST30714041	group_1746	group_1958	group_2353
gene_1556	KLPN_ST30714042	rne	rne	rne
